Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-12-03,278,278,274.1,274.1,3319
2013-12-04,273,276.06,271.5,272.6,2292
2013-12-05,274,274,271.08,273.49,414
2013-12-06,273.05,273.05,269.63,273,514
2013-12-09,273.01,274.59,271.86,272,981
2013-12-10,274.98,274.98,267,270.85,869
2013-12-11,276.96,276.96,270.6,271,1434
2013-12-12,270.99,270.99,266.9,267.67,1454
2013-12-13,273.99,273.99,264.51,265.05,445
2013-12-16,266,266.8,265,266.8,3019
2013-12-17,272.95,272.95,262.17,264.13,1118
2013-12-18,262.01,265.75,260.73,263.72,1494
2013-12-19,272.86,272.86,259,259.5,2349
2013-12-20,264.9,264.9,261,261,747
2013-12-23,268,268,265.3,267.17,2334
2013-12-27,267,267,263.2,263.2,275
2013-12-30,265.25,265.25,262,262,1636
2014-01-02,262.8,267,262.8,264.52,212
2014-01-03,268,268,264.01,264.01,803
2014-01-07,268,268,257.5,259.16,2456
2014-01-08,258.01,259.81,255,259.81,871
2014-01-09,258.67,259.92,255,255,370
2014-01-10,257.5,261,252.2,254,1393
2014-01-13,258,259.53,256,258,388
2014-01-14,254.1,262.1,254.1,262.1,549
2014-01-15,263,263.5,262,262.5,302
2014-01-16,262.66,265,261,265,322
2014-01-17,265,265,260.6,260.88,751
2014-01-20,260.2,274,259,261.06,2903
2014-01-21,265.89,265.89,261.69,264.38,532
2014-01-22,265.85,267.74,264,265.72,483
2014-01-23,266,266.87,264.5,264.5,211
2014-01-24,266.5,266.5,258,258.32,428
2014-01-27,265,265,252.67,254.43,723
2014-01-28,252.82,256.5,252.82,254.94,399
2014-01-29,258,263,252.61,254,2163
2014-01-30,255.5,256.82,250.1,256.82,926
2014-01-31,257.5,257.82,255.08,257.28,1343
2014-02-03,260,261,259.1,259.4,393
2014-02-04,256.01,259,255.82,259,756
2014-02-05,260,260.45,258,259,523
2014-02-06,260,264.06,260,264.06,335
2014-02-07,264.4,265,264,264.6,317
2014-02-10,264.6,265.58,264,264.6,321
2014-02-11,265.6,267.99,265.6,266.99,185
2014-02-12,267,272.53,267,272.53,939
2014-02-13,272.6,272.6,270,270.73,516
2014-02-14,272,272.5,269.32,272.32,1190
2014-02-17,272.3,272.3,270.5,271.9,255
2014-02-18,273,273,270.6,271.01,148
2014-02-19,271.01,272,268.36,272,523
2014-02-20,268.25,270.4,268,270,829
2014-02-21,270,272.5,270,271.28,3747
2014-02-24,271,275,271,275,459
2014-02-25,275,275.6,273.2,274.99,541
2014-02-26,275,275.6,270.1,270.1,178
2014-02-27,270,270.6,269,270.2,357
2014-02-28,270.73,274.62,270.73,274.5,526
2014-03-03,265,268.92,261.25,262.65,2657
2014-03-04,263.5,269,263.5,268,478
2014-03-05,269,269.59,267.01,267.01,935
2014-03-06,267.3,269.45,267.3,269,548
2014-03-07,270,270,265.8,265.8,2242
2014-03-10,265,268,263.39,263.7,907
2014-03-11,264,264.15,261.5,261.5,1252
2014-03-12,262,262.48,257.61,260.85,1074
2014-03-13,257.5,263.9,256.14,257.42,806
2014-03-14,255.4,256,251.15,253,7340
2014-03-17,253,260.72,253,260.72,326
2014-03-18,260.72,262.3,259.5,261,356
2014-03-19,259.55,261,258.48,258.76,1955
2014-03-20,255.04,260.62,255.04,260.62,501
2014-03-21,261,262.81,260.04,260.04,127
2014-03-24,264,264,256.95,256.95,664
2014-03-25,263.77,263.77,260.14,262.5,752
2014-03-26,263.95,266.3,263.95,264.8,508
2014-03-27,266.4,267.15,265,267.15,407
2014-03-28,266.33,267.3,264.67,265.02,574
2014-03-31,266.01,268.31,266,268,936
2014-04-01,268.7,269.74,268.53,269.21,514
2014-04-02,269.21,270,269,269.02,300
2014-04-03,270,270,267.02,267.7,2528
2014-04-04,266.74,270,266.16,270,1035
2014-04-07,269.99,269.99,265.64,266.83,605
2014-04-08,266,269.15,266,269.15,389
2014-04-09,267,270.99,267,269.87,456
2014-04-10,271,271,269.44,270,94
2014-04-11,270,270,267.85,268,830
2014-04-14,261,267.5,261,265.9,1072
2014-04-15,264.84,267,264.61,265.14,311
2014-04-16,270,270,261.36,262,416
2014-04-17,263.2,265.48,262.91,264.5,120
2014-04-22,264.6,269.6,264.6,269.6,220
2014-04-23,268.21,268.21,266.62,266.62,353
2014-04-24,269.6,269.88,268.21,268.26,1622
2014-04-25,267.61,267.61,266,266.29,231
2014-04-28,269.88,269.88,266.4,267.69,150
2014-04-29,265.27,268.75,265.27,268.27,117
2014-04-30,269.31,269.31,267.75,268.8,522
2014-05-02,269.68,269.68,265.98,265.98,62
2014-05-05,265,265,264.1,264.1,88
2014-05-06,264,264.78,261.55,263.47,730
2014-05-07,263.47,263.47,260.2,262.71,216
2014-05-08,264.9,264.9,263,263.19,322
2014-05-09,264,264.75,262.8,262.8,85
2014-05-12,265,265,261.01,264.08,159
2014-05-13,265,266,264.01,265.87,597
2014-05-14,266.05,266.05,264.03,265.61,162
2014-05-15,265,266,262.5,262.5,159
2014-05-16,265,265,261,261.01,1186
2014-05-19,262.5,264.14,261.6,262.38,148
2014-05-20,262.38,264.12,262.38,263.5,53
2014-05-21,263.5,264.18,260,263.45,2268
2014-05-22,264.5,269.89,264.5,269.89,720
2014-05-23,267.5,272.17,267.5,270,2348
